"","lga_id","X_id_facility_list","total_facility_list","matched_facility_list","rejected_facility_list","finished_facility_list","left_facility_list","full_facility_list","edu_total_facility_list","edu_matched_facility_list","edu_rejected_facility_list","edu_finished_facility_list","edu_left_facility_list","health_total_facility_list","health_matched_facility_list","health_rejected_facility_list","health_finished_facility_list","health_left_facility_list","state_facility_list","lga_facility_list","zone_facility_list","X_id_baseline","total_baseline","matched_baseline","rejected_baseline","finished_baseline","left_baseline","full_baseline","edu_total_baseline","edu_matched_baseline","edu_rejected_baseline","edu_finished_baseline","edu_left_baseline","health_total_baseline","health_matched_baseline","health_rejected_baseline","health_finished_baseline","health_left_baseline","state_baseline","lga_baseline","zone_baseline"
"1",2,"51b0b213b0593c9c276ed1bf",128,89,0,89,39,TRUE,94,73,0,73,21,34,16,0,16,18,"fct","abaji","north_central","51b0b206b0593c9c276ec743",103,89,2,91,12,TRUE,85,73,0,73,12,18,16,2,18,0,"fct","abaji","north_central"
"2",3,"51b0b213b0593c9c276ed330",101,52,0,52,49,TRUE,87,43,0,43,44,14,9,0,9,5,"akwa_ibom","abak","south_south","51b0b206b0593c9c276ec943",58,52,6,58,0,TRUE,46,43,3,46,0,12,9,3,12,0,"akwa_ibom","abak","south_south"
"3",4,"51b0b213b0593c9c276ed2c3",210,54,0,54,156,TRUE,163,40,0,40,123,47,14,0,14,33,"ebonyi","abakaliki","southeast","51b0b206b0593c9c276ec816",75,54,21,75,0,TRUE,51,40,11,51,0,24,14,10,24,0,"ebonyi","abakaliki","southeast"
"4",5,"51b0b213b0593c9c276ed279",307,51,0,51,256,TRUE,228,46,0,46,182,79,5,0,5,74,"abia","aba_north","southeast","51b0b206b0593c9c276ec9a9",87,51,36,87,0,TRUE,77,46,31,77,0,10,5,5,10,0,"abia","aba_north","southeast"
"5",6,"51b0b213b0593c9c276ed2a4",161,57,0,57,104,TRUE,103,45,0,45,58,58,12,0,12,46,"abia","aba_south","southeast","51b0b206b0593c9c276ec98f",75,57,18,75,0,TRUE,53,45,8,53,0,22,12,10,22,0,"abia","aba_south","southeast"
"6",7,"51b0b213b0593c9c276ed0c0",246,88,0,88,158,TRUE,155,50,0,50,105,91,38,0,38,53,"ogun","abeokuta_north","southwest","51b0b206b0593c9c276ec751",212,87,124,211,1,TRUE,147,49,97,146,1,65,38,27,65,0,"ogun","abeokuta_north","southwest"
"7",8,"51b0b213b0593c9c276ed0be",264,66,0,66,198,TRUE,163,38,0,38,125,101,28,0,28,73,"ogun","abeokuta_south","southwest","51b0b206b0593c9c276ec896",172,66,106,172,0,TRUE,111,38,73,111,0,61,28,33,61,0,"ogun","abeokuta_south","southwest"
"8",9,"51b0b213b0593c9c276ed0cc",146,96,0,96,50,TRUE,107,67,0,67,40,39,29,0,29,10,"cross_river","abi","south_south","51b0b206b0593c9c276ec9bd",118,96,22,118,0,TRUE,76,67,9,76,0,42,29,13,42,0,"cross_river","abi","south_south"
"9",10,"51b0b213b0593c9c276ed201",219,99,0,99,120,TRUE,128,73,0,73,55,91,26,0,26,65,"imo","aboh_mbaise","southeast","51b0b206b0593c9c276ec9b9",132,99,33,132,0,TRUE,97,73,24,97,0,35,26,9,35,0,"imo","aboh_mbaise","southeast"
"10",11,"51b0b213b0593c9c276ed235",96,47,0,47,49,TRUE,67,40,0,40,27,29,7,0,7,22,"rivers","abua_odual","south_south","51b0b206b0593c9c276ec752",77,47,29,76,1,TRUE,68,40,27,67,1,9,7,2,9,0,"rivers","abua_odual","south_south"
"11",12,"51b0b213b0593c9c276ed340",124,74,0,74,50,TRUE,82,59,0,59,23,42,15,0,15,27,"kogi","adavi","north_central","51b0b206b0593c9c276ec753",136,74,53,127,9,TRUE,112,59,44,103,9,24,15,9,24,0,"kogi","adavi","north_central"
"12",13,"51b0b213b0593c9c276ed167",269,106,0,106,163,TRUE,217,85,0,85,132,52,21,0,21,31,"ekiti","ado_ekiti","southwest","51b0b206b0593c9c276ec8e2",130,106,24,130,0,TRUE,96,85,11,96,0,34,21,13,34,0,"ekiti","ado_ekiti","southwest"
"13",14,"51b0b213b0593c9c276ed248",505,167,0,167,338,TRUE,329,127,0,127,202,176,40,0,40,136,"ogun","ado_odo_ota","southwest","51b0b206b0593c9c276ec754",199,167,31,198,1,TRUE,142,127,14,141,1,57,40,17,57,0,"ogun","ado_odo_ota","southwest"
"14",15,"51b0b213b0593c9c276ed29d",148,128,0,128,20,TRUE,113,100,0,100,13,35,28,0,28,7,"oyo","afijio","southwest","51b0b206b0593c9c276ec84a",141,128,12,140,1,TRUE,112,100,12,112,0,29,28,0,28,1,"oyo","afijio","southwest"
"15",16,"51b0b213b0593c9c276ed230",125,33,0,33,92,TRUE,86,27,0,27,59,39,6,0,6,33,"ebonyi","afikpo_north","southeast","51b0b206b0593c9c276ec944",49,33,16,49,0,TRUE,43,27,16,43,0,6,6,0,6,0,"ebonyi","afikpo_north","southeast"
"16",17,"51b0b213b0593c9c276ed3b1",90,86,0,86,4,TRUE,64,64,0,64,0,26,22,0,22,4,"ebonyi","afikpo_south","southeast","51b0b206b0593c9c276ec9cd",88,86,2,88,0,TRUE,65,64,1,65,0,23,22,1,23,0,"ebonyi","afikpo_south","southeast"
"17",18,"51b0b213b0593c9c276ed36e",228,216,0,216,12,TRUE,177,168,0,168,9,51,48,0,48,3,"niger","agaie","north_central","51b0b206b0593c9c276ec994",215,215,0,215,0,TRUE,167,167,0,167,0,48,48,0,48,0,"niger","agaie","north_central"
"18",19,"51b0b213b0593c9c276ed35f",113,56,0,56,57,TRUE,69,25,0,25,44,44,31,0,31,13,"benue","agatu","north_central","51b0b206b0593c9c276ec755",147,56,0,56,91,TRUE,103,25,0,25,78,44,31,0,31,13,"benue","agatu","north_central"
"19",20,"51b0b213b0593c9c276ed367",95,68,0,68,27,TRUE,65,46,0,46,19,30,22,0,22,8,"niger","agwara","north_central","51b0b206b0593c9c276ec756",98,68,0,68,30,TRUE,66,46,0,46,20,32,22,0,22,10,"niger","agwara","north_central"
"20",21,"51b0b213b0593c9c276ed108",127,84,0,84,43,TRUE,88,67,0,67,21,39,17,0,17,22,"lagos","agege","southwest","51b0b206b0593c9c276ec757",127,84,42,126,1,TRUE,88,67,20,87,1,39,17,22,39,0,"lagos","agege","southwest"
"21",22,"51b0b213b0593c9c276ed290",267,165,0,165,102,TRUE,161,134,0,134,27,106,31,0,31,75,"anambra","aguata","southeast","51b0b206b0593c9c276ec9c0",208,165,43,208,0,TRUE,159,134,25,159,0,49,31,18,49,0,"anambra","aguata","southeast"
"22",23,"51b0b213b0593c9c276ed2c2",171,103,0,103,68,TRUE,104,70,0,70,34,67,33,0,33,34,"imo","ahiazu_mbaise","southeast","51b0b206b0593c9c276ec9df",131,103,28,131,0,TRUE,95,70,25,95,0,36,33,3,36,0,"imo","ahiazu_mbaise","southeast"
"23",24,"51b0b213b0593c9c276ed266",107,66,0,66,41,TRUE,79,58,0,58,21,28,8,0,8,20,"rivers","ahoada_east","south_south","51b0b206b0593c9c276ec9c9",79,66,13,79,0,TRUE,69,58,11,69,0,10,8,2,10,0,"rivers","ahoada_east","south_south"
"24",25,"51b0b213b0593c9c276ed18a",126,89,0,89,37,TRUE,98,79,0,79,19,28,10,0,10,18,"rivers","ahoada_west","south_south","51b0b206b0593c9c276ec9b8",111,88,23,111,0,TRUE,97,78,19,97,0,14,10,4,14,0,"rivers","ahoada_west","south_south"
"25",26,"51b0b213b0593c9c276ed19b",247,69,0,69,178,TRUE,171,58,0,58,113,76,11,0,11,65,"kogi","ajaokuta","north_central","51b0b206b0593c9c276eca32",76,69,7,76,0,TRUE,65,58,7,65,0,11,11,0,11,0,"kogi","ajaokuta","north_central"
"26",27,"51b0b213b0593c9c276ed127",195,124,0,124,71,TRUE,154,110,0,110,44,41,14,0,14,27,"lagos","ajeromi_ifelodun","southwest","51b0b206b0593c9c276ec871",194,124,70,194,0,TRUE,154,110,44,154,0,40,14,26,40,0,"lagos","ajeromi_ifelodun","southwest"
"27",28,"51b0b213b0593c9c276ed2d0",147,117,0,117,30,TRUE,118,93,0,93,25,29,24,0,24,5,"kano","ajingi","northwest","51b0b206b0593c9c276ec867",127,117,10,127,0,TRUE,102,93,9,102,0,25,24,1,25,0,"kano","ajingi","northwest"
"28",29,"51b0b213b0593c9c276ed3ae",96,63,0,63,33,TRUE,60,43,0,43,17,36,20,0,20,16,"cross_river","akamkpa","south_south","51b0b206b0593c9c276ec945",87,63,24,87,0,TRUE,59,43,16,59,0,28,20,8,28,0,"cross_river","akamkpa","south_south"
"29",30,"51b0b213b0593c9c276ed111",332,51,0,51,281,TRUE,243,22,0,22,221,89,29,0,29,60,"oyo","akinyele","southwest","51b0b206b0593c9c276ec865",158,51,107,158,0,TRUE,118,22,96,118,0,40,29,11,40,0,"oyo","akinyele","southwest"
"30",31,"51b0b213b0593c9c276ed219",283,196,0,196,87,TRUE,235,168,0,168,67,48,28,0,28,20,"gombe","akko","northeast","51b0b206b0593c9c276ec907",300,195,105,300,0,TRUE,250,167,83,250,0,50,28,22,50,0,"gombe","akko","northeast"
"31",32,"51b0b213b0593c9c276ed270",128,62,0,62,66,TRUE,89,40,0,40,49,39,22,0,22,17,"edo","akoko_edo","south_south","51b0b206b0593c9c276ec990",99,62,37,99,0,TRUE,66,40,26,66,0,33,22,11,33,0,"edo","akoko_edo","south_south"
"32",33,"51b0b213b0593c9c276ed0f6",278,139,0,139,139,TRUE,242,110,0,110,132,36,29,0,29,7,"ondo","akoko_north_east","southwest","51b0b206b0593c9c276ec819",149,139,10,149,0,TRUE,114,110,4,114,0,35,29,6,35,0,"ondo","akoko_north_east","southwest"
"33",34,"51b0b213b0593c9c276ed0d1",186,92,0,92,94,TRUE,149,70,0,70,79,37,22,0,22,15,"ondo","akoko_north_west","southwest","51b0b206b0593c9c276ec868",126,92,34,126,0,TRUE,96,70,26,96,0,30,22,8,30,0,"ondo","AKOKO_NORTH_WEST","southwest"
"34",35,"51b0b213b0593c9c276ed0fa",253,99,0,99,154,TRUE,170,73,0,73,97,83,26,0,26,57,"ondo","akoko_south_west","southwest","51b0b206b0593c9c276ec81f",121,99,22,121,0,TRUE,89,73,16,89,0,32,26,6,32,0,"ondo","akoko_south_west","southwest"
"35",36,"51b0b213b0593c9c276ed0c7",74,53,0,53,21,TRUE,52,36,0,36,16,22,17,0,17,5,"ondo","akoko_south_east","southwest","51b0b206b0593c9c276ec820",57,53,4,57,0,TRUE,40,36,4,40,0,17,17,0,17,0,"ondo","akoko_south_east","southwest"
"36",37,"51b0b213b0593c9c276ed3b6",28,24,0,24,4,TRUE,13,13,0,13,0,15,11,0,11,4,"cross_river","akpabuyo","south_south","51b0b206b0593c9c276eca2f",60,25,35,60,0,TRUE,30,14,16,30,0,30,11,19,30,0,"cross_river","akpabuyo","south_south"
"37",38,"51b0b213b0593c9c276ed368",44,31,0,31,13,TRUE,36,23,0,23,13,8,8,0,8,0,"rivers","akuku_toru","south_south","51b0b206b0593c9c276eca24",38,31,7,38,0,TRUE,30,23,7,30,0,8,8,0,8,0,"rivers","akuku_toru","south_south"
"38",39,"51b0b213b0593c9c276ed18b",143,78,0,78,65,TRUE,92,59,0,59,33,51,19,0,19,32,"ondo","akure_north","southwest","51b0b206b0593c9c276ec758",93,78,7,85,8,TRUE,68,59,1,60,8,25,19,6,25,0,"ondo","akure_north","southwest"
"39",40,"51b0b213b0593c9c276ed398",182,79,0,79,103,TRUE,87,51,0,51,36,95,28,0,28,67,"ondo","akure_south","southwest","51b0b206b0593c9c276ec759",170,79,11,90,80,TRUE,133,51,3,54,79,37,28,8,36,1,"ondo","akure_south","southwest"
"40",41,"51b0b213b0593c9c276ed347",125,121,0,121,4,TRUE,79,78,0,78,1,46,43,0,43,3,"nasarawa","akwanga","north_central","51b0b206b0593c9c276ec8c3",147,121,26,147,0,TRUE,101,78,23,101,0,46,43,3,46,0,"nasarawa","akwanga","north_central"
"41",42,"51b0b213b0593c9c276ed2ed",136,97,0,97,39,TRUE,111,77,0,77,34,25,20,0,20,5,"kano","albasu","northwest","51b0b206b0593c9c276ec86a",145,97,47,144,1,TRUE,121,77,43,120,1,24,20,4,24,0,"kano","albasu","northwest"
"42",43,"51b0b213b0593c9c276ed2c7",33,20,0,20,13,TRUE,22,14,0,14,8,11,6,0,6,5,"kebbi","aliero","northwest","51b0b206b0593c9c276ec8dd",56,20,36,56,0,TRUE,37,14,23,37,0,19,6,13,19,0,"kebbi","aliero","northwest"
"43",44,"51b0b213b0593c9c276ed126",209,89,0,89,120,TRUE,159,60,0,60,99,50,29,0,29,21,"lagos","alimosho","southwest","51b0b206b0593c9c276ec8bc",209,89,118,207,2,TRUE,159,60,98,158,1,50,29,20,49,1,"lagos","alimosho","southwest"
"44",45,"51b0b213b0593c9c276ed2a3",217,114,0,114,103,TRUE,177,83,0,83,94,40,31,0,31,9,"bauchi","alkaleri","northeast","51b0b206b0593c9c276ec75a",149,114,6,120,29,TRUE,115,83,3,86,29,34,31,3,34,0,"bauchi","alkaleri","northeast"
"45",46,"51b0b213b0593c9c276ed106",190,83,0,83,107,TRUE,111,51,0,51,60,79,32,0,32,47,"lagos","amuwo_odofin","southwest","51b0b206b0593c9c276ec87f",147,83,60,143,4,TRUE,104,51,51,102,2,43,32,9,41,2,"lagos","amuwo_odofin","southwest"
"46",47,"51b0b213b0593c9c276ed228",170,31,0,31,139,TRUE,115,24,0,24,91,55,7,0,7,48,"anambra","anambra_east","southeast","51b0b206b0593c9c276ec82f",35,31,4,35,0,TRUE,28,24,4,28,0,7,7,0,7,0,"anambra","anambra_east","southeast"
"47",48,"51b0b213b0593c9c276ed346",117,91,0,91,26,TRUE,94,70,0,70,24,23,21,0,21,2,"anambra","anambra_west","southeast","51b0b206b0593c9c276ec74c",98,91,6,97,1,TRUE,77,70,6,76,1,21,21,0,21,0,"anambra","anambra_west","southeast"
"48",49,"51b0b213b0593c9c276ed27f",116,82,0,82,34,TRUE,84,62,0,62,22,32,20,0,20,12,"anambra","anaocha","southeast","51b0b206b0593c9c276ec999",99,82,17,99,0,TRUE,77,62,15,77,0,22,20,2,22,0,"anambra","anaocha","southeast"
"49",50,"51b0b213b0593c9c276ed229",229,106,0,106,123,TRUE,171,79,0,79,92,58,27,0,27,31,"rivers","andoni","south_south","51b0b206b0593c9c276eca0d",118,106,12,118,0,TRUE,90,79,11,90,0,28,27,1,28,0,"rivers","andoni","south_south"
"50",51,"51b0b213b0593c9c276ed2d1",97,61,0,61,36,TRUE,77,48,0,48,29,20,13,0,13,7,"enugu","aninri","southeast","51b0b206b0593c9c276ec8f8",66,61,5,66,0,TRUE,53,48,5,53,0,13,13,0,13,0,"enugu","aninri","southeast"
"51",52,"51b0b213b0593c9c276ed115",99,84,0,84,15,TRUE,80,66,0,66,14,19,18,0,18,1,"delta","aniocha_north","south_south","51b0b206b0593c9c276eca19",110,84,26,110,0,TRUE,80,66,14,80,0,30,18,12,30,0,"delta","aniocha_north","south_south"
"52",53,"51b0b213b0593c9c276ed15c",91,75,0,75,16,TRUE,75,64,0,64,11,16,11,0,11,5,"delta","aniocha_south","south_south","51b0b206b0593c9c276ec75b",140,75,64,139,1,TRUE,113,64,48,112,1,27,11,16,27,0,"delta","aniocha_south","south_south"
"53",54,"51b0b213b0593c9c276ed0bd",134,79,0,79,55,TRUE,90,49,0,49,41,44,30,0,30,14,"zamfara","anka","northwest","51b0b206b0593c9c276ec75c",103,79,0,79,24,TRUE,67,49,0,49,18,36,30,0,30,6,"zamfara","anka","NA"
"54",55,"51b0b213b0593c9c276ed14d",252,128,0,128,124,TRUE,178,81,0,81,97,74,47,0,47,27,"kogi","ankpa","north_central","51b0b206b0593c9c276ec934",185,128,57,185,0,TRUE,126,81,45,126,0,59,47,12,59,0,"kogi","ankpa","north_central"
"55",56,"51b0b213b0593c9c276ed193",219,193,0,193,26,TRUE,168,148,0,148,20,51,45,0,45,6,"benue","apa","north_central","51b0b206b0593c9c276ec75d",200,193,0,193,7,TRUE,153,148,0,148,5,47,45,0,45,2,"benue","apa","north_central"
"56",57,"51b0b213b0593c9c276ed12b",139,39,0,39,100,TRUE,107,29,0,29,78,32,10,0,10,22,"lagos","apapa","southwest","51b0b206b0593c9c276ec8bd",138,39,98,137,1,TRUE,106,29,77,106,0,32,10,21,31,1,"lagos","apapa","southwest"
"57",58,"51b0b213b0593c9c276ed38e",144,111,0,111,33,TRUE,101,75,0,75,26,43,36,0,36,7,"benue","ado","north_central","51b0b206b0593c9c276ec745",147,111,0,111,36,TRUE,110,75,0,75,35,37,36,0,36,1,"benue","ADO","north_central"
"58",59,"51b0b213b0593c9c276ed37a",158,44,0,44,114,TRUE,107,30,0,30,77,51,14,0,14,37,"taraba","ardo_kola","northeast","51b0b206b0593c9c276ec75e",62,44,0,44,18,TRUE,42,30,0,30,12,20,14,0,14,6,"taraba","ardo_kola","northeast"
"59",60,"51b0b213b0593c9c276ed2be",224,108,0,108,116,TRUE,158,87,0,87,71,66,21,0,21,45,"kebbi","arewa_dandi","northwest","51b0b206b0593c9c276ec82d",127,108,19,127,0,TRUE,104,87,17,104,0,23,21,2,23,0,"kebbi","arewa_dandi","northwest"
"60",61,"51b0b213b0593c9c276ed265",127,103,0,103,24,TRUE,85,71,0,71,14,42,32,0,32,10,"kebbi","argungu","northwest","51b0b206b0593c9c276ec89b",112,103,8,111,1,TRUE,77,71,6,77,0,35,32,2,34,1,"kebbi","argungu","NA"
"61",62,"51b0b213b0593c9c276ed332",130,60,0,60,70,TRUE,82,40,0,40,42,48,20,0,20,28,"abia","arochukwu","southeast","51b0b206b0593c9c276ec983",68,60,8,68,0,TRUE,45,40,5,45,0,23,20,3,23,0,"abia","arochukwu","southeast"
"62",63,"51b0b213b0593c9c276ed329",289,215,0,215,74,TRUE,226,169,0,169,57,63,46,0,46,17,"kwara","asa","north_central","51b0b206b0593c9c276ec87d",238,215,23,238,0,TRUE,189,169,20,189,0,49,46,3,49,0,"kwara","asa","north_central"
"63",64,"51b0b213b0593c9c276ed1d8",73,51,0,51,22,TRUE,56,39,0,39,17,17,12,0,12,5,"rivers","asari_toru","south_south","51b0b206b0593c9c276ec946",66,51,15,66,0,TRUE,52,39,13,52,0,14,12,2,14,0,"rivers","asari_toru","south_south"
"64",66,"51b0b213b0593c9c276ed2c4",140,109,0,109,31,TRUE,85,66,0,66,19,55,43,0,43,12,"osun","atakunmosa_east","southwest","51b0b206b0593c9c276ec887",116,109,7,116,0,TRUE,72,66,6,72,0,44,43,1,44,0,"osun","atakunmosa_east","southwest"
"65",67,"51b0b213b0593c9c276ed130",187,103,0,103,84,TRUE,130,71,0,71,59,57,32,0,32,25,"osun","atakunmosa_west","southwest","51b0b206b0593c9c276ec978",112,102,10,112,0,TRUE,79,71,8,79,0,33,31,2,33,0,"osun","atakunmosa_west","southwest"
"66",68,"51b0b213b0593c9c276ed13a",181,119,0,119,62,TRUE,133,98,0,98,35,48,21,0,21,27,"oyo","atiba","southwest","51b0b206b0593c9c276ec760",148,119,28,147,1,TRUE,123,98,24,122,1,25,21,4,25,0,"oyo","atiba","southwest"
"67",69,"51b0b213b0593c9c276ed263",125,96,0,96,29,TRUE,102,76,0,76,26,23,20,0,20,3,"oyo","atisbo","southwest","51b0b206b0593c9c276ec761",108,96,11,107,1,TRUE,84,76,7,83,1,24,20,4,24,0,"oyo","atisbo","southwest"
"68",70,"51b0b213b0593c9c276ed284",116,97,0,97,19,TRUE,81,62,0,62,19,35,35,0,35,0,"kebbi","augie","northwest","51b0b206b0593c9c276ec81e",99,97,2,99,0,TRUE,62,62,0,62,0,37,35,2,37,0,"kebbi","augie","northwest"
"69",71,"51b0b213b0593c9c276ed1b9",84,59,0,59,25,TRUE,61,42,0,42,19,23,17,0,17,6,"jigawa","auyo","northwest","51b0b206b0593c9c276ec872",75,59,16,75,0,TRUE,58,42,16,58,0,17,17,0,17,0,"jigawa","auyo","northwest"
"70",72,"51b0b213b0593c9c276ed20e",119,107,0,107,12,TRUE,84,79,0,79,5,35,28,0,28,7,"nasarawa","awe","north_central","51b0b206b0593c9c276ec91a",149,107,42,149,0,TRUE,104,79,25,104,0,45,28,17,45,0,"nasarawa","awe","north_central"
"71",73,"51b0b213b0593c9c276ed22e",154,94,0,94,60,TRUE,136,86,0,86,50,18,8,0,8,10,"enugu","awgu","southeast","51b0b206b0593c9c276ec8f9",116,94,22,116,0,TRUE,91,86,5,91,0,25,8,17,25,0,"enugu","awgu","southeast"
"72",74,"51b0b213b0593c9c276ed2de",123,69,0,69,54,TRUE,83,50,0,50,33,40,19,0,19,21,"anambra","awka_north","southeast","51b0b206b0593c9c276ec91d",81,69,12,81,0,TRUE,58,50,8,58,0,23,19,4,23,0,"anambra","AWKA_NORTH","southeast"
"73",75,"51b0b213b0593c9c276ed20f",181,70,0,70,111,TRUE,108,58,0,58,50,73,12,0,12,61,"anambra","awka_south","southeast","51b0b206b0593c9c276ec91e",93,70,23,93,0,TRUE,76,58,18,76,0,17,12,5,17,0,"anambra","awka_south","southeast"
"74",76,"51b0b213b0593c9c276ed17f",147,84,0,84,63,TRUE,120,68,0,68,52,27,16,0,16,11,"anambra","ayamelum","southeast","51b0b206b0593c9c276ec762",97,82,12,94,3,TRUE,77,66,9,75,2,20,16,3,19,1,"anambra","ayamelum","NA"
"75",77,"51b0b213b0593c9c276ed0cb",151,108,0,108,43,TRUE,103,73,0,73,30,48,35,0,35,13,"osun","aiyedade","southwest","51b0b206b0593c9c276ec90b",151,108,43,151,0,TRUE,103,73,30,103,0,48,35,13,48,0,"osun","aiyedade","southwest"
"76",78,"51b0b213b0593c9c276ed0c9",99,68,0,68,31,TRUE,64,45,0,45,19,35,23,0,23,12,"osun","aiyedire","southwest","51b0b206b0593c9c276ec915",92,67,24,91,1,TRUE,64,45,19,64,0,28,22,5,27,1,"osun","aiyedire","southwest"
"77",79,"51b0b213b0593c9c276ed30c",112,82,0,82,30,TRUE,98,69,0,69,29,14,13,0,13,1,"jigawa","babura","northwest","51b0b206b0593c9c276ec763",94,81,11,92,2,TRUE,78,68,8,76,2,16,13,3,16,0,"jigawa","babura","northwest"
"78",80,"51b0b213b0593c9c276ed0db",190,123,0,123,67,TRUE,118,94,0,94,24,72,29,0,29,43,"lagos","badagry","southwest","51b0b206b0593c9c276ec88e",163,123,40,163,0,TRUE,118,94,24,118,0,45,29,16,45,0,"lagos","badagry","southwest"
"79",81,"51b0b213b0593c9c276ed2cc",79,19,0,19,60,TRUE,58,12,0,12,46,21,7,0,7,14,"kebbi","bagudo","northwest","51b0b206b0593c9c276ec85e",61,19,42,61,0,TRUE,46,12,34,46,0,15,7,8,15,0,"kebbi","bagudo","northwest"
"80",82,"51b0b213b0593c9c276ed164",172,71,0,71,101,TRUE,143,56,0,56,87,29,15,0,15,14,"kano","bagwai","northwest","51b0b206b0593c9c276ec764",72,71,0,71,1,TRUE,57,56,0,56,1,15,15,0,15,0,"kano","bagwai","northwest"
"81",84,"51b0b213b0593c9c276ed208",445,146,0,146,299,TRUE,328,106,0,106,222,117,40,0,40,77,"plateau","bokkos","north_central","51b0b206b0593c9c276ec766",217,146,68,214,3,TRUE,154,106,47,153,1,63,40,21,61,2,"plateau","bokkos","north_central"
"82",85,"51b0b213b0593c9c276ed20b",173,84,0,84,89,TRUE,98,52,0,52,46,75,32,0,32,43,"katsina","bakori","northwest","51b0b206b0593c9c276ec9b3",153,84,69,153,0,TRUE,106,52,54,106,0,47,32,15,47,0,"katsina","bakori","NA"
"83",86,"51b0b213b0593c9c276ed152",113,58,0,58,55,TRUE,87,40,0,40,47,26,18,0,18,8,"zamfara","bakura","northwest","51b0b206b0593c9c276ec767",87,58,0,58,29,TRUE,65,40,0,40,25,22,18,0,18,4,"zamfara","bakura","northwest"
"84",87,"51b0b213b0593c9c276ed2df",189,155,0,155,34,TRUE,146,125,0,125,21,43,30,0,30,13,"gombe","balanga","northeast","51b0b206b0593c9c276ec823",199,155,44,199,0,TRUE,162,125,37,162,0,37,30,7,37,0,"gombe","balanga","northeast"
"85",88,"51b0b213b0593c9c276ed374",366,164,0,164,202,TRUE,187,110,0,110,77,179,54,0,54,125,"taraba","bali","northeast","51b0b206b0593c9c276ec850",163,162,1,163,0,TRUE,111,110,1,111,0,52,52,0,52,0,"taraba","bali","northeast"
"86",89,"51b0b213b0593c9c276ed325",131,51,0,51,80,TRUE,98,39,0,39,59,33,12,0,12,21,"borno","bama","northeast","51b0b206b0593c9c276ec8a7",74,51,23,74,0,TRUE,57,39,18,57,0,17,12,5,17,0,"borno","bama","northeast"
"87",90,"51b0b213b0593c9c276ed14e",97,71,0,71,26,TRUE,71,52,0,52,19,26,19,0,19,7,"yobe","bade","northeast","51b0b206b0593c9c276ec8d9",77,71,6,77,0,TRUE,58,52,6,58,0,19,19,0,19,0,"yobe","bade","northeast"
"88",91,"51b0b213b0593c9c276ed149",301,175,0,175,126,TRUE,218,127,0,127,91,83,48,0,48,35,"plateau","barikin_ladi","north_central","51b0b206b0593c9c276ec768",238,175,61,236,2,TRUE,174,127,45,172,2,64,48,16,64,0,"plateau","barikin_ladi","north_central"
"89",92,"51b0b213b0593c9c276ed32d",259,172,0,172,87,TRUE,180,123,0,123,57,79,49,0,49,30,"kwara","baruten","north_central","51b0b206b0593c9c276ec936",228,172,56,228,0,TRUE,162,123,39,162,0,66,49,17,66,0,"kwara","baruten","north_central"
"90",93,"51b0b213b0593c9c276ed143",138,25,0,25,113,TRUE,49,11,0,11,38,89,14,0,14,75,"kogi","bassa","north_central","51b0b206b0593c9c276ec831",59,25,33,58,1,TRUE,37,11,26,37,0,22,14,7,21,1,"kogi","bassa","north_central"
"91",94,"51b0b213b0593c9c276ed0f1",249,138,0,138,111,TRUE,183,105,0,105,78,66,33,0,33,33,"plateau","bassa","north_central","51b0b206b0593c9c276ec93f",181,138,43,181,0,TRUE,132,105,27,132,0,49,33,16,49,0,"plateau","bassa","north_central"
"92",95,"51b0b213b0593c9c276ed30d",153,100,0,100,53,TRUE,80,55,0,55,25,73,45,0,45,28,"katsina","batagarawa","northwest","51b0b206b0593c9c276ec971",122,100,22,122,0,TRUE,69,55,14,69,0,53,45,8,53,0,"katsina","batagarawa","northwest"
"93",96,"51b0b213b0593c9c276ed2f7",327,179,0,179,148,TRUE,215,106,0,106,109,112,73,0,73,39,"katsina","batsari","northwest","51b0b206b0593c9c276ec8ee",202,179,23,202,0,TRUE,124,106,18,124,0,78,73,5,78,0,"katsina","batsari","northwest"
"94",97,"51b0b213b0593c9c276ed2a9",304,75,0,75,229,TRUE,148,35,0,35,113,156,40,0,40,116,"bauchi","bauchi","northeast","51b0b206b0593c9c276eca27",167,75,92,167,0,TRUE,95,35,60,95,0,72,40,32,72,0,"bauchi","bauchi","northeast"
"95",98,"51b0b213b0593c9c276ed1fe",163,112,0,112,51,TRUE,109,71,0,71,38,54,41,0,41,13,"katsina","baure","northwest","51b0b206b0593c9c276ec8d7",118,112,6,118,0,TRUE,76,71,5,76,0,42,41,1,42,0,"katsina","baure","northwest"
"96",99,"51b0b213b0593c9c276ed389",70,60,0,60,10,TRUE,45,41,0,41,4,25,19,0,19,6,"borno","bayo","northeast","51b0b206b0593c9c276ec91c",69,60,9,69,0,TRUE,47,41,6,47,0,22,19,3,22,0,"borno","bayo","northeast"
"97",100,"51b0b213b0593c9c276ed2b9",160,114,0,114,46,TRUE,139,96,0,96,43,21,18,0,18,3,"kano","bebeji","northwest","51b0b206b0593c9c276ec769",138,114,0,114,24,TRUE,119,96,0,96,23,19,18,0,18,1,"kano","bebeji","northwest"
